link,price,title
https://vancouver.craigslist.org/van/apa/d/vancouver-pet-friendly-apartment/6839276067.html,$2450,Pet friendly apartment available this April!
https://vancouver.craigslist.org/bnc/apa/d/new-westminster-1-bdrm-den/6839275614.html,$795,1 bdrm & den
https://vancouver.craigslist.org/van/apa/d/vancouver-marpole-2-bedroom1-washroom/6835439002.html,$2150,(Marpole) 2 Bedroom+1 washroom apartment for rent
https://vancouver.craigslist.org/van/apa/d/burnaby-metrotown-2-bedroom2-washroom/6820966318.html,$2700,(Metrotown) 2 Bedroom+2 Washroom Apartment for rent now.
https://vancouver.craigslist.org/van/apa/d/vancouver-killarney-lane-house-for-rent/6818143305.html,$2500,"(Killarney) Lane house for rent, 3 bedroom+2 washroom"
https://vancouver.craigslist.org/nvn/apa/d/vancouver-1-bedroom-plus-den-penthouse/6839275227.html,$2650,"1 Bedroom Plus Den Penthouse $2,650"
https://vancouver.craigslist.org/van/apa/d/vancouver-killarney-new-lane-house-for/6824385275.html,$2300,(Killarney) New lane house for rent 3 bedroom+2 washroom
https://vancouver.craigslist.org/rds/apa/d/surrey-beautiful-and-bright-2-bed-2/6839294689.html,$2300,Beautiful and Bright 2 Bed/2 Bath Apartment for Rent
https://vancouver.craigslist.org/bnc/apa/d/burnaby-2nd-fl-brs-in-house-for-rent/6839294496.html,$800,"2nd FL BRs in a House for rent, near Skytrain, Shopping Centers"
https://vancouver.craigslist.org/van/apa/d/vancouver-orcaref3291-8gorgeous/6839293978.html,$4250,(ORCA__REF#3291-8)***GORGEOUS FURNISHED 4-6 MONTH KITS RENTAL HOUSE***
https://vancouver.craigslist.org/pml/apa/d/pitt-meadows-executive-2-bed-2-bath/6839293800.html,$1975,Executive 2 Bed/2 Bath Condo on Transit Route
https://vancouver.craigslist.org/rch/apa/d/richmond-richmond-5-rd-3-bed-2-bath/6835294020.html,$2250,"Richmond, #5 Rd, 3 bed, 2 bath upper suite"
https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-1-bedroom-basement-suite/6818115966.html,$1350,1 bedroom basement suite
https://vancouver.craigslist.org/rds/apa/d/surrey-luxurious-1-bedroom-den-walking/6839292730.html,$1500,LUXURIOUS 1 BEDROOM + DEN WALKING DISTANCE FROM SFU/SKYTRAIN/SHOPPING
https://vancouver.craigslist.org/van/apa/d/vancouver-2-bed-2-bath-spacious/6839292656.html,$2650,"2 Bed 2 bath, spacious waterfront apartment - furnished"
https://vancouver.craigslist.org/van/apa/d/vancouver-heritage-3-bedroom-triplex/6839292595.html,$7500,Heritage 3 Bedroom Triplex
https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-north-shore-three/6839292276.html,$3300,North Shore Three Bedroom Townhome
https://vancouver.craigslist.org/rds/apa/d/surrey-2-bedroom-for-rent/6837578002.html,$1350,2 Bedroom for Rent
https://vancouver.craigslist.org/rch/apa/d/vancouver-four-bedroom-family-house/6822746472.html,$2600,Four Bedroom Family House
https://vancouver.craigslist.org/rds/apa/d/surrey-house-for-rent/6839291631.html,$2500,House for Rent
https://vancouver.craigslist.org/van/apa/d/kitsilano-1-one-bedroom-with-balcony/6839291484.html,$1645,Kitsilano 1 (one) bedroom with balcony (3rd/Cypress)
https://vancouver.craigslist.org/van/apa/d/vancouver-huge-3-bedroom-3-bathroom-top/6824914019.html,$5000,"Huge 3 bedroom, 3 bathroom top floor Apartment"
https://vancouver.craigslist.org/van/apa/d/vancouver-high-floor-3-bedroom-and-bath/6826631559.html,$5000,"High floor , 3 bedroom and bath ( coal harbour)"
https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-1-bedroom-apartment/6837319208.html,$1600,1 bedroom  apartment
https://vancouver.craigslist.org/rds/apa/d/1-bedroom-coach-house-available-may-1st/6836186853.html,$1150,1 Bedroom COACH HOUSE available MAY 1st
https://vancouver.craigslist.org/bnc/apa/d/burnaby-new-2-bedroom/6820289767.html,$1700,New 2 bedroom
https://vancouver.craigslist.org/bnc/apa/d/burnaby-sfu/6839274239.html,$2300,SFU校区，全新两室(房)两
https://vancouver.craigslist.org/bnc/apa/d/burnaby-new-1-bedroom-furnished/6820309511.html,$1300,New 1 bedroom - Furnished
https://vancouver.craigslist.org/bnc/apa/d/burnaby-lougheed-silhouette-apt/6833680693.html,$2200,"Lougheed Silhouette Apt. 2bed+2bath, May 1st"
https://vancouver.craigslist.org/bnc/apa/d/burnaby-1-bedroom-apartment-for-rent-at/6836936261.html,$1650,1 Bedroom apartment for rent at SFU Burnaby
https://vancouver.craigslist.org/van/apa/d/vancouver-available-april-1st-fully/6839264800.html,$2495,Available April 1st Fully Furnished 690sqft 1 + Den with Parking
https://vancouver.craigslist.org/van/apa/d/vancouver-totally-renovated-3-br-bsm/6839271653.html,$2450,TOTALLY RENOVATED 3 BR BSM. SUITE; GREAT LOCATION IN KITS
https://vancouver.craigslist.org/van/apa/d/vancouver-robson-denman-view-close-to/6829678326.html,$1600,"Robson & Denman w/ view! Close to shopping, transit, park and beach"
https://vancouver.craigslist.org/pml/apa/d/coquitlam-spacious-2-bedroom-m1-best/6839269301.html,$1980,"===== Spacious 2 Bedroom M1, Best Location in Coq Center ====="
https://vancouver.craigslist.org/rds/apa/d/delta-one-bedroom-basement-is-available/6839271024.html,$1000,One Bedroom Basement is available for rent
https://vancouver.craigslist.org/bnc/apa/d/burnaby-nice-condo-for-rent-in-burnaby/6839269450.html,$2400,Nice condo for rent in Burnaby
https://vancouver.craigslist.org/rch/apa/d/richmond-richmond-4-bedroom-1-den-house/6839269181.html,$3950,Richmond 4 Bedroom + 1 Den House for rent with swimming pool
https://vancouver.craigslist.org/rds/apa/d/surrey-5-bed-3-bathroom-house-on-large/6839268835.html,$3400,"5 Bed 3 Bathroom House on Large Lot (Panorama Ridge, Surrey)"
https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-4-bedroom-25-bath/6839268657.html,$2500,4 bedroom + 2.5 bath Renovated House in Central Poco
https://vancouver.craigslist.org/rds/apa/d/chilliwack-house-for-rent/6832944685.html,$2200,House For Rent
https://vancouver.craigslist.org/rds/apa/d/surrey-new-1-bedroom-basement-suite/6824871763.html,$1200,New 1 Bedroom Basement Suite
https://vancouver.craigslist.org/van/apa/d/vancouver-3-bedroom-killarney-basement/6833778614.html,$1950,3 Bedroom Killarney Basement Suite
https://vancouver.craigslist.org/bnc/apa/d/burnaby-2-bedroom-suit/6839290911.html,$1400,2 bedroom suit
https://vancouver.craigslist.org/rch/apa/d/richmond-1br-1den-suite-for-rent-in/6839290808.html,$1650,1br + 1Den Suite for rent in Richmond
https://vancouver.craigslist.org/rch/apa/d/richmond-big-furnished-room-upper-floor/6815870759.html,$850,"Big furnished room, upper floor, wifi, utilities,TV, laundry included"
https://vancouver.craigslist.org/bnc/apa/d/burnaby-may-1-large-renovated-utilities/6839290247.html,$1400,May 1. Large Renovated utilities included
https://vancouver.craigslist.org/bnc/apa/d/new-westminster-5mins-walk-to-cloumbia/6839290187.html,$1600,5mins walk to Cloumbia Skytrain Stn.
https://vancouver.craigslist.org/van/apa/d/vancouver-scam-2468-bayswater/6839289628.html,$1,Scam  2468 Bayswater
https://vancouver.craigslist.org/rds/apa/d/surrey-bright-functional-2-br-3-bath/6832927123.html,$2200,**Bright & Functional 2 BR/3 BATH TOWNHOUSE**Avail NOW**
https://vancouver.craigslist.org/rds/apa/d/surrey-br-bedroom-spacious-suite-for/6825173112.html,$1075,$1075 1br  Bedroom Spacious Suite for rent in Sullivan
https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-and-den-at/6839267791.html,$2050,One bedroom and den at Yaletown Available from April 1st
https://vancouver.craigslist.org/rds/apa/d/bedroom-spacious-suite-for-rent-in/6825173564.html,$1075,$1075 / 1 Bedroom Spacious Suite for rent in Sullivan
https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-spacious-suite-for-rent/6837130615.html,$1075,$1075 / 1 Bedroom Spacious Suite for rent in Sullivan
https://vancouver.craigslist.org/rds/apa/d/surrey-ave-surrey-house-for-rent/6824475560.html,$2800,145** 58 Ave Surrey House for Rent
https://vancouver.craigslist.org/bnc/apa/d/very-nice-3-bedroom-upper-level-in-house/6839266930.html,$2900,Very nice 3 Bedroom Upper Level in House
https://vancouver.craigslist.org/van/apa/d/vancouver-arbutus-12-ave-condo-for-rent/6823597370.html,$3000,Arbutus & W 12 Ave Condo for Rent
https://vancouver.craigslist.org/van/apa/d/vancouver-recently-renovated-insuite/6836368526.html,$1800,Recently renovated/insuite laundry/dishwasher/utilities incl/2BR
https://vancouver.craigslist.org/bnc/apa/d/burnaby-very-bright-and-clean-two/6839265193.html,$2100,Very Bright and Clean Two Bedroom Condo
https://vancouver.craigslist.org/van/apa/d/vancouver-newly-renovated-1br-apartment/6839265126.html,$1800,Newly Renovated 1br Apartment一房厅海景公
https://vancouver.craigslist.org/rds/apa/d/surrey-furnished-executive-house-4-bed/6837740277.html,$3500,Furnished Executive House 4 bed + den + double garage 4400 sf
https://vancouver.craigslist.org/rds/apa/d/delta-5-bedroom-house-for-rent-in-delta/6839264667.html,$2500,5 bedroom house for rent in Delta
https://vancouver.craigslist.org/rds/apa/d/surrey-guildhouse-at-guildford-brand/6837729793.html,$2300,GuildHouse at Guildford Brand New Townhouse 3 Bed + 2 bath
https://vancouver.craigslist.org/rds/apa/d/langley-rancher-2-bedroom-main-house-on/6835314415.html,$2000,Rancher 2 bedroom (Main house) on large Lots 900 sf
https://vancouver.craigslist.org/rds/apa/d/surrey-amazing-2br-basement/6837594182.html,$1100,Amazing 2br basement
